 enc_1_300 enc_2_300
01013500 -1.2654365301132202 1.3628058433532715
01022500 -0.23759962618350983 1.2541437149047852
01030500 -0.7094225883483887 1.72202730178833
01031500 0.6410347819328308 0.42221829295158386
01047000 0.5984401106834412 0.44718849658966064
01052500 0.8757745623588562 0.07461768388748169
01054200 1.3957819938659668 -0.7904642820358276
01055000 1.0785305500030518 -0.47564229369163513
01057000 0.46003034710884094 0.5189732313156128
01073000 0.4653998911380768 0.5372524261474609
01078000 0.14356142282485962 0.8026593327522278
01118300 0.041293706744909286 0.9203766584396362
01121000 0.6491836309432983 -0.49558985233306885
01123000 -0.10617148131132126 -0.08959104865789413
01134500 0.650911271572113 0.10282748937606812
01137500 0.5039036273956299 0.08519087731838226
01139000 -0.4434870779514313 0.5349674224853516
01139800 -0.703935980796814 1.1584584712982178
01142500 -0.22566860914230347 0.8301230669021606
01144000 -0.179437518119812 0.7498864531517029
01162500 -0.20338134467601776 1.2450226545333862
01169000 0.8509087562561035 -0.23540838062763214
01170100 0.47491079568862915 0.03501775115728378
01181000 1.042594313621521 -0.13356035947799683
01187300 1.1464794874191284 -0.8094244003295898
01333000 0.1344480812549591 0.8117923736572266
01350000 1.002701997756958 -0.2814047634601593
01350140 0.7991942167282104 -0.5955855846405029
01365000 0.5185557007789612 0.9311709403991699
01411300 -1.8200560808181763 1.130885124206543
01413500 -0.06760764867067337 0.7949607968330383
01414500 0.4137309193611145 0.6058857440948486
01415000 0.20258307456970215 0.3924700617790222
01423000 -0.16377094388008118 0.3660092055797577
01435000 1.0353021621704102 0.10126979649066925
01439500 -0.8312093019485474 2.0574100017547607
01440000 -0.2692122757434845 1.1247203350067139
01440400 0.026135094463825226 1.1652534008026123
01451800 0.5261918902397156 0.5152181386947632
01466500 -1.9187486171722412 0.39146390557289124
01484100 -1.505794882774353 0.48286235332489014
01485500 -0.7485222220420837 0.3310297131538391
01486000 -0.15899604558944702 -0.40286001563072205
01487000 -2.20241379737854 1.5836795568466187
01491000 -0.5513848662376404 0.29785317182540894
01510000 0.14286565780639648 -0.02621079981327057
01516500 0.4966375529766083 -0.9373087882995605
01532000 0.5979348421096802 -0.9694128036499023
01539000 -0.05891691520810127 0.3264378607273102
01542810 0.9280424118041992 -0.4361953139305115
01543000 0.3323911726474762 0.5273439884185791
01543500 -0.030925024300813675 0.8633456826210022
01544500 -0.32099950313568115 0.9581971764564514
01545600 -0.56389319896698 1.3341116905212402
