 enc_1_303 enc_2_303 enc_3_303 enc_4_303 enc_5_303
01013500 -1.5406107902526855 1.0726611614227295 0.02407383918762207 1.6330764293670654 1.5338870286941528
01022500 -0.6155102849006653 1.3725836277008057 0.9719281196594238 1.3217109441757202 0.0925382599234581
01030500 -0.9891180396080017 2.0097529888153076 0.6084433794021606 1.7940336465835571 0.7819620966911316
01031500 -0.020708436146378517 0.714358389377594 0.9772414565086365 -0.4355258345603943 -0.43755868077278137
01047000 -0.02561430260539055 0.6476059556007385 1.1076635122299194 -0.5809004902839661 -0.4233098030090332
01052500 -0.023068124428391457 0.7326563000679016 1.217615008354187 -0.6250540018081665 -0.6501912474632263
01054200 0.3135891854763031 -0.20363736152648926 1.0447763204574585 -1.5660432577133179 -0.6804836988449097
01055000 0.08818312734365463 0.15041424334049225 1.0220615863800049 -1.2438747882843018 -0.45878735184669495
01057000 -0.23432593047618866 0.606460690498352 0.9813135266304016 -0.2868630588054657 -0.29217928647994995
01073000 -0.02021329663693905 0.552476167678833 0.6799122095108032 -0.07090389728546143 -0.2913748621940613
01078000 -0.3648875057697296 0.843890368938446 0.8895426392555237 0.4121266007423401 -0.10073910653591156
01118300 -0.44115594029426575 0.7569703459739685 0.8305532336235046 0.27618056535720825 0.2815744876861572
01121000 -0.2685844898223877 -0.32862016558647156 0.76992267370224 -0.7263861298561096 0.0719682052731514
01123000 -0.6261816024780273 -0.20899441838264465 0.19982148706912994 0.04455237835645676 0.39213088154792786
01134500 -0.38845914602279663 0.579285204410553 1.2350877523422241 -0.17334657907485962 -0.3003544807434082
01137500 -0.3188574016094208 0.26580655574798584 0.9132639765739441 -0.3822484612464905 -0.3437112867832184
01139000 -1.2543190717697144 0.42672696709632874 0.466363787651062 0.922774612903595 0.7412179112434387
01139800 -1.2947477102279663 1.1437510251998901 0.40291911363601685 1.59641432762146 1.190290093421936
01142500 -0.991611659526825 0.31516748666763306 0.6594364047050476 0.8079997301101685 0.6167853474617004
01144000 -0.6761545538902283 0.5923629999160767 0.742114245891571 0.7219486832618713 0.38521671295166016
01162500 -0.6514466404914856 1.0956369638442993 0.9326600432395935 1.2732290029525757 0.3761052191257477
01169000 -0.13394157588481903 -0.3675210177898407 1.1036251783370972 -0.7450995445251465 0.059496261179447174
01170100 -0.23850901424884796 0.11165595054626465 0.8614271879196167 -0.18346765637397766 0.23442204296588898
01181000 0.04235808551311493 -0.05455446243286133 0.9769327044487 -0.953370988368988 -0.036583684384822845
01187300 0.6386616826057434 -0.41746726632118225 0.765803337097168 -1.2688096761703491 -0.4297441244125366
01333000 -0.6893752217292786 0.49044501781463623 1.2667044401168823 0.7682463526725769 0.6016756296157837
01350000 -0.21851184964179993 -0.1862354874610901 0.8362975120544434 -1.2958306074142456 -0.3015538454055786
01350140 0.27340906858444214 -0.06547580659389496 0.5829967856407166 -0.453328937292099 -0.6321475505828857
01365000 -0.5917320847511292 0.1646956503391266 1.3271691799163818 -0.6047488451004028 0.41817399859428406
01411300 -1.6143971681594849 0.565156102180481 -0.4653640687465668 1.9615988731384277 1.5988861322402954
01413500 -0.6299318075180054 0.5953227877616882 0.6223519444465637 0.08170107752084732 0.6068019866943359
01414500 -0.4257560968399048 0.15625929832458496 0.809899091720581 -0.5649762153625488 0.41210293769836426
01415000 -0.5925506949424744 0.17900225520133972 0.6102782487869263 -0.147224560379982 0.29450100660324097
01423000 -0.5135248303413391 0.4732741713523865 0.6342911124229431 0.46350768208503723 0.41895249485969543
01435000 -0.43401557207107544 -0.5531923770904541 1.269384741783142 -1.2285728454589844 -0.03293988108634949
01439500 -1.4552345275878906 1.4804203510284424 0.609781801700592 0.9888156056404114 1.5234037637710571
01440000 -1.0360996723175049 0.9546095728874207 0.4461207091808319 0.1672840267419815 0.7648337483406067
01440400 -0.9561462998390198 1.1189792156219482 0.711299479007721 -0.09495685994625092 0.4173072278499603
01451800 -0.7265781760215759 0.3665737807750702 0.8174389600753784 -0.8471602201461792 -0.13242009282112122
01466500 -1.2866982221603394 -0.7767838835716248 -1.549827218055725 1.8572434186935425 1.8849421739578247
01484100 -1.1106231212615967 0.5834872126579285 -0.6926112771034241 1.2488691806793213 1.186719298362732
01485500 -0.3532882332801819 0.49759799242019653 -0.11748889088630676 1.5509840250015259 -0.3938288688659668
01486000 -0.3790278136730194 -0.1555231511592865 -0.5790854096412659 -0.08120951056480408 -0.1787191778421402
01487000 -1.305695652961731 1.1644705533981323 -0.7546910047531128 2.191959857940674 2.183317184448242
01491000 -0.31100067496299744 0.7614870071411133 -0.0645010694861412 0.8008805513381958 0.2972639203071594
01510000 -0.04780725762248039 -0.026129940524697304 0.7389568090438843 0.3825388550758362 0.15344256162643433
01516500 0.3201793432235718 -0.3544418513774872 -0.5236222147941589 -1.323850154876709 -0.40622732043266296
01532000 0.36435312032699585 -0.49607646465301514 -0.31748950481414795 -1.0434988737106323 0.019887782633304596
01539000 -0.4307425916194916 0.36235275864601135 0.44413790106773376 -0.2790295481681824 0.39713096618652344
