 enc_1_301 enc_2_301 enc_3_301
01013500 -0.560305655002594 -1.4675593376159668 -1.6171616315841675
01022500 0.03613089397549629 -0.1172616109251976 -1.3114445209503174
01030500 -0.48436346650123596 -0.5446786880493164 -2.08801007270813
01031500 0.6556889414787292 0.34921854734420776 -0.4329138696193695
01047000 0.7170603275299072 0.31228530406951904 -0.3305865228176117
01052500 0.8118434548377991 0.5372028350830078 -0.15298239886760712
01054200 1.4737297296524048 0.5357619524002075 0.4555066227912903
01055000 1.2165043354034424 0.29740092158317566 0.1092490553855896
01057000 0.7240229249000549 0.15271250903606415 -0.5334656834602356
01073000 0.9567462801933289 -0.10313846170902252 -0.08518616110086441
01078000 0.6994733214378357 -0.1873255968093872 -0.6307193636894226
01118300 0.668701708316803 -0.42340928316116333 -0.8799733519554138
01121000 1.271202564239502 -0.7011519074440002 0.014157405123114586
01123000 0.5156487822532654 -0.7309158444404602 -0.07778045535087585
01134500 1.0185706615447998 -0.0984811931848526 -0.5338627099990845
01137500 0.899827241897583 -0.026081593707203865 -0.23406945168972015
01139000 0.5116464495658875 -1.397180438041687 -0.8796390891075134
01139800 0.20609699189662933 -1.520546317100525 -1.5924389362335205
01142500 0.46797195076942444 -0.8950511813163757 -1.0835293531417847
01144000 0.5383422374725342 -0.6616671681404114 -0.8544443249702454
01162500 0.27116960287094116 -0.6517813205718994 -1.3475695848464966
01169000 1.3063554763793945 -0.33077362179756165 -0.16828511655330658
01170100 1.006062388420105 -0.4815044701099396 -0.4018147587776184
01181000 1.2488164901733398 0.06686387956142426 -0.24162393808364868
01187300 1.2869739532470703 0.2811163365840912 0.5774979591369629
01333000 0.6619003415107727 -0.6848704814910889 -1.078851580619812
01350000 1.3289077281951904 0.22924447059631348 0.3948049545288086
01350140 0.8439900279045105 0.1842985451221466 1.0925339460372925
01365000 1.1343960762023926 -0.1859024614095688 -0.7925809621810913
01411300 -1.4633036851882935 -1.5261355638504028 -1.0718836784362793
01413500 0.5321142673492432 -0.37445399165153503 -0.46698322892189026
01414500 0.8027767539024353 0.023095693439245224 -0.5626133680343628
01415000 0.6220149993896484 -0.4802093207836151 0.1549275666475296
01423000 0.37024495005607605 -0.5482752919197083 0.056356146931648254
01435000 1.5154708623886108 -0.08107255399227142 -0.02677866816520691
01439500 -0.7008088231086731 -1.0905176401138306 -1.7040998935699463
01440000 -0.2502974569797516 -0.6590576767921448 -1.1591976881027222
01440400 -0.020876383408904076 -0.13736630976200104 -0.5775960087776184
01451800 0.5931203365325928 -0.26594361662864685 -0.1567656248807907
01466500 -1.12657630443573 -1.9648983478546143 -0.7249911427497864
01484100 -1.2293143272399902 -1.0223019123077393 -0.6827173829078674
01485500 -0.6545635461807251 -0.5162180662155151 0.07477245479822159
01486000 -0.18835972249507904 -0.5744219422340393 0.6720695495605469
01487000 -1.7830407619476318 -1.3850727081298828 -1.5558643341064453
01491000 -0.37057504057884216 -0.335789293050766 -0.15046079456806183
01510000 0.48625311255455017 -0.17496684193611145 0.13093288242816925
01516500 0.34850025177001953 -0.24443063139915466 1.78071129322052
01532000 0.6186716556549072 -0.2921598255634308 1.5102120637893677
01539000 0.3165552020072937 -0.5624297261238098 0.33383601903915405
01542810 0.8968912363052368 0.3504531979560852 0.8911125659942627
01543000 0.36531153321266174 0.05155489966273308 0.12849727272987366
01543500 -0.1028636246919632 -0.2544800639152527 -0.33492356538772583
01544500 -0.2182575762271881 -0.40280207991600037 -0.3348451256752014
01545600 -0.5892124176025391 -0.5962313413619995 -0.7305393218994141
01547700 0.046320248395204544 0.22084642946720123 0.7352104187011719
01548500 -0.5685428977012634 -0.5941431522369385 -0.3140413165092468
01549500 0.06125170737504959 -0.3862612545490265 0.8977083563804626
01550000 0.5585088133811951 -0.2697177827358246 0.6143295764923096
01552000 0.21879184246063232 -0.7538028955459595 0.376197874546051
01552500 0.7366970777511597 -0.4659826457500458 0.686911940574646
01557500 -0.24885541200637817 -0.26985540986061096 -0.4332028031349182
01567500 0.029946664348244667 -1.227992057800293 0.6861521005630493
01568000 0.10156388580799103 -0.5876176357269287 0.6977674961090088
01580000 -0.2025306075811386 -2.0368492603302 -0.24355177581310272
01583500 -0.5148316025733948 -2.0642123222351074 -0.16876570880413055
01591400 0.495889276266098 -1.1826978921890259 0.9318960905075073
01596500 0.1716240644454956 0.2556854784488678 -0.39968422055244446
01605500 -0.15462425351142883 -0.8606507182121277 0.016336092725396156
01606500 -0.3459027409553528 -0.5773631930351257 -0.39182141423225403
01620500 0.47803327441215515 -0.39042913913726807 -0.037005770951509476
01632000 0.38579654693603516 -0.5130015015602112 1.3074307441711426
01632900 -0.29409509897232056 -0.9753082990646362 0.27545279264450073
01634500 0.03360184654593468 -0.8732634782791138 1.1472854614257812
01638480 0.6777456402778625 -0.8993821740150452 1.00143563747406
01639500 0.21146973967552185 -1.1744786500930786 0.5370470881462097
01644000 0.11429881304502487 -0.9040387272834778 0.36515751481056213
01658500 1.298629641532898 -0.18892131745815277 1.9818487167358398
01664000 -0.3022158741950989 -1.3178151845932007 0.1771395057439804
01666500 -0.03511274978518486 -1.0591779947280884 0.15341034531593323
01667500 -0.25820106267929077 -1.0277726650238037 0.12840770184993744
01669000 -0.8557517528533936 -0.8983880877494812 -1.0901851654052734
