 enc_1_303 enc_2_303 enc_3_303
01013500 1.3850141763687134 0.15223099291324615 -1.8735847473144531
01022500 1.9431370496749878 1.2497972249984741 -0.6947799324989319
01030500 2.0473480224609375 1.0479936599731445 -1.1084290742874146
01031500 0.22443969547748566 1.3323181867599487 0.004536416381597519
01047000 -0.05310036987066269 1.3288819789886475 -0.1656305193901062
01052500 -0.1259152889251709 1.4086674451828003 0.10146407783031464
01054200 -1.3119533061981201 0.8312153816223145 0.3497370481491089
01055000 -0.968261182308197 0.9945828914642334 0.05284092202782631
01057000 0.5208221077919006 1.2266241312026978 -0.16865071654319763
01073000 0.5866215825080872 0.9857307076454163 -0.4275387227535248
01078000 1.1020859479904175 1.023232102394104 -0.42125892639160156
01118300 0.9229803085327148 1.088055968284607 -0.921568751335144
01121000 -0.35003119707107544 1.0135362148284912 -0.4431565999984741
01123000 0.23466500639915466 0.3324018120765686 -0.7013075947761536
01134500 0.2175016850233078 1.3888018131256104 -0.20617464184761047
01137500 -0.08921345323324203 0.9137287735939026 -0.09411999583244324
01139000 0.8460853099822998 0.6699314117431641 -1.0588955879211426
01139800 1.2113021612167358 0.6105204224586487 -1.7308682203292847
01142500 1.05597984790802 0.8137093186378479 -0.9279745817184448
01144000 1.1480741500854492 0.8772651553153992 -0.7889214158058167
01162500 1.6656019687652588 1.0994116067886353 -0.6435263156890869
01169000 -0.33199721574783325 1.197805643081665 -0.33535051345825195
01170100 0.5906423330307007 1.0234043598175049 -0.31915992498397827
01181000 -0.2061312198638916 1.145577073097229 0.03800396993756294
01187300 -0.9221749901771545 0.8596786856651306 0.24579575657844543
01333000 1.0211232900619507 1.3190319538116455 -0.7901611924171448
01350000 -0.9327703714370728 0.52779620885849 0.07121226191520691
01350140 -0.5168158411979675 0.613542914390564 0.44969046115875244
01365000 0.12561139464378357 1.3826879262924194 -0.7072329521179199
01411300 1.8392044305801392 -0.8176984786987305 -1.7671452760696411
01413500 0.3759377896785736 0.6530483365058899 -0.7760984897613525
01414500 0.0769299864768982 0.8402036428451538 -0.3618280589580536
01415000 -0.07092685252428055 0.5031677484512329 -0.5134347677230835
01423000 0.09740430116653442 0.5904400944709778 -0.5119739174842834
01435000 -0.835780680179596 1.0813391208648682 -0.17439903318881989
01439500 1.7574344873428345 0.8860605359077454 -1.5700428485870361
01440000 0.7752761244773865 0.6941221952438354 -0.8209733963012695
01440400 0.47370800375938416 0.9888982176780701 -0.7956057786941528
01451800 -0.3157072067260742 0.7738258242607117 -0.33873188495635986
01466500 0.9630012512207031 -1.9159152507781982 -1.8272076845169067
01484100 1.0553134679794312 -0.9792619347572327 -1.2227823734283447
01485500 1.2558672428131104 -0.5091105103492737 -0.09783843904733658
01486000 0.29976651072502136 -0.5046424865722656 0.35518190264701843
01487000 1.9856784343719482 -1.0079854726791382 -1.969984531402588
01491000 0.5181118249893188 -0.10728292167186737 0.0187087319791317
01510000 0.040004488080739975 0.6120545864105225 0.014645338989794254
01516500 -0.876086413860321 -0.737571120262146 0.6649641394615173
01532000 -1.0943944454193115 -0.5264270901679993 0.4804455041885376
01539000 -0.7591671943664551 0.3157738149166107 -0.4630061984062195
