 enc_1_300 enc_2_300 enc_3_300 enc_4_300 enc_5_300 enc_6_300 enc_7_300 enc_8_300 enc_9_300 enc_10_300 enc_11_300 enc_12_300 enc_13_300 enc_14_300 enc_15_300 enc_16_300 enc_17_300 enc_18_300 enc_19_300 enc_20_300 enc_21_300 enc_22_300 enc_23_300 enc_24_300 enc_25_300 enc_26_300 enc_27_300
01013500 0.5854154825210571 -1.4617063999176025 -0.9210525155067444 1.4848077297210693 -0.7587184906005859 -0.12911927700042725 -0.4816126227378845 -1.3224754333496094 0.4429132044315338 0.09384749084711075 0.8580439686775208 0.2734992206096649 0.3784606158733368 1.321339726448059 0.7318548560142517 0.8613867163658142 1.0791113376617432 1.3153464794158936 -0.9399123787879944 1.2911221981048584 1.9318817853927612 -1.043334722518921 -0.5767996907234192 -1.2206302881240845 -0.7983347177505493 -1.6036648750305176 -1.245445728302002
01022500 0.6075922250747681 -0.8562007546424866 -0.38023456931114197 0.026450494304299355 -0.847688615322113 0.5474385023117065 -0.9362843036651611 -0.4874560236930847 0.3979489505290985 0.25791192054748535 0.7992530465126038 -0.21716339886188507 0.10321693122386932 0.31517910957336426 0.06611388921737671 0.8447899222373962 0.3260890245437622 1.0354974269866943 -1.2976666688919067 0.7484863996505737 1.444871425628662 -0.2268381416797638 0.06378418207168579 -1.5066657066345215 0.5132980942726135 -1.6715726852416992 -0.7398175001144409
01030500 0.5707413554191589 -1.2076336145401 -0.8539131879806519 0.5687570571899414 -1.4807907342910767 0.07583489269018173 -1.3470795154571533 -0.8592999577522278 -0.11867750436067581 0.699658215045929 1.023635745048523 -0.6238518953323364 0.7692944407463074 1.0155911445617676 0.3138580918312073 1.0484113693237305 0.8591777682304382 1.2155555486679077 -0.8694043159484863 1.6601898670196533 1.974314570426941 -0.9070575833320618 -0.30800381302833557 -2.0476667881011963 -0.01940792426466942 -1.687410831451416 -1.0319774150848389
01031500 0.12232865393161774 0.15686936676502228 -0.016280949115753174 -0.4209984838962555 -1.3593029975891113 0.07860704511404037 -0.6252424120903015 0.21822744607925415 0.6925994753837585 0.21669073402881622 -0.37494316697120667 0.16097211837768555 0.135901540517807 0.28902289271354675 0.37704306840896606 0.19033001363277435 0.03036591038107872 0.2594866454601288 -0.3258008062839508 0.5831968784332275 0.780925989151001 0.7279461026191711 0.8894423842430115 -0.5942513346672058 1.0621004104614258 -0.8455514311790466 -0.6577387452125549
01047000 0.03067287802696228 0.1638748049736023 -0.0493483729660511 -0.29205843806266785 -1.1186449527740479 0.10588664561510086 -0.4650439918041229 0.36000460386276245 0.9217042326927185 0.016682857647538185 -0.29245060682296753 0.5185081362724304 -0.11963263154029846 0.25048133730888367 0.2405269742012024 0.05600857734680176 0.00597688602283597 0.3441585898399353 -0.6329349279403687 0.4300426244735718 0.7220081090927124 0.6251798272132874 0.7527246475219727 -0.412185937166214 0.9999998807907104 -0.7996806502342224 -0.5259928703308105
01052500 0.06963635236024857 0.22303174436092377 -0.13492517173290253 0.14807114005088806 -1.510039210319519 0.10696825385093689 -0.48505908250808716 0.2871193587779999 0.7543203830718994 0.3037300109863281 -0.3270622491836548 0.47527965903282166 -0.07253573089838028 0.45125922560691833 0.5229946374893188 -0.013492780737578869 0.11969870328903198 0.2811306118965149 -0.237540602684021 0.7118602395057678 0.4565332531929016 0.6234849691390991 0.6677218675613403 -0.46770593523979187 0.910749614238739 -0.7782583832740784 -0.5820558667182922
01054200 -0.696876585483551 1.045967698097229 -0.345851331949234 -0.36028942465782166 -1.1624621152877808 0.3853940963745117 0.408206969499588 0.9300428628921509 0.7606543302536011 -0.21259836852550507 -1.4572687149047852 1.093941330909729 0.09689445048570633 0.136811763048172 0.3821866512298584 -1.0734848976135254 -0.5155641436576843 -0.3550081253051758 0.24827587604522705 -0.09308592975139618 -0.6820734143257141 1.1736546754837036 0.8857260942459106 0.4876090884208679 0.8241435289382935 -0.10379499942064285 0.0016108948038890958
01055000 -0.5499809980392456 0.7766293883323669 -0.005526665132492781 -0.007844418287277222 -1.0533677339553833 -0.09101217985153198 -0.11432000249624252 0.6635466814041138 1.0815669298171997 -0.10673851519823074 -0.9502370357513428 0.8867465257644653 -0.260125070810318 0.1302110105752945 0.6475703716278076 -0.44929784536361694 -0.344420850276947 -0.18720103800296783 0.042740169912576675 0.03399220481514931 -0.13767583668231964 1.1388691663742065 0.768936812877655 0.04887938126921654 0.9991094470024109 -0.17500290274620056 -0.31802254915237427
01057000 0.14551955461502075 0.06710683554410934 0.047854725271463394 -0.438109815120697 -1.0944857597351074 0.30884313583374023 -0.5425935387611389 0.10955183953046799 0.8308839201927185 0.059318725019693375 -0.3291310966014862 -0.011287000961601734 -0.20205622911453247 0.08279109746217728 0.09563197940587997 0.18676523864269257 2.089822828565957e-06 0.2784649133682251 -0.8064000606536865 0.8837946057319641 0.9238337278366089 0.5054738521575928 0.7334190011024475 -0.6981531977653503 1.1009013652801514 -0.9623565077781677 -0.7975199222564697
01073000 1.0909206867218018 -0.07232832163572311 -0.5041325092315674 -0.7593845725059509 -0.9629186391830444 0.5864865183830261 0.14407984912395477 -0.3585398197174072 0.6725098490715027 0.3716822564601898 -0.2858271598815918 -0.32729390263557434 -1.016182780265808 0.01516562420874834 0.17227208614349365 -0.08347181230783463 0.6194987297058105 0.269398957490921 -0.37579500675201416 0.9220678806304932 1.321354627609253 0.17478349804878235 0.6019858121871948 -0.6798263192176819 0.8485944271087646 -0.58607417345047 -0.6818851828575134
