 enc_1_302 enc_2_302
01013500 1.7162933349609375 -0.7125680446624756
01022500 0.8772051334381104 -1.2382769584655762
01030500 1.363986849784851 -1.3792651891708374
01031500 -0.5627756118774414 -0.9511317014694214
01047000 -0.5110095739364624 -0.9548944234848022
01052500 -0.6836420297622681 -0.9057807326316833
01054200 -1.6116952896118164 -0.23471549153327942
01055000 -1.2113783359527588 -0.41937920451164246
01057000 -0.4223572909832001 -0.8720456957817078
01073000 -0.06457461416721344 -0.7249212265014648
01078000 0.19394728541374207 -0.8533705472946167
01118300 0.3606782555580139 -0.8612257838249207
01121000 -0.5850896835327148 -0.14524224400520325
01123000 0.03638486564159393 0.05510653927922249
01134500 -0.44690239429473877 -0.827507734298706
01137500 -0.4674360752105713 -0.5310258269309998
01139000 0.6525298357009888 -0.8102689385414124
01139800 1.3341197967529297 -1.0313806533813477
01142500 0.7771077156066895 -0.8032793402671814
01144000 0.5735735893249512 -0.7344560027122498
01162500 0.7893527150154114 -1.0651273727416992
01169000 -0.829870343208313 -0.354251891374588
01170100 -0.34624814987182617 -0.48809319734573364
01181000 -0.8047202825546265 -0.44922855496406555
01187300 -1.1296533346176147 -0.15076850354671478
01333000 0.24388805031776428 -1.1075464487075806
01350000 -1.0146327018737793 -0.23109447956085205
01350140 -1.0175000429153442 0.05771638825535774
01365000 -0.08615415543317795 -1.2509541511535645
01411300 2.3366503715515137 -0.18700581789016724
01413500 0.23051898181438446 -0.5361242294311523
01414500 -0.21671271324157715 -0.5523731708526611
01415000 -0.08356119692325592 -0.3798409104347229
01423000 0.17338237166404724 -0.5255748629570007
01435000 -0.7540215253829956 -0.7387986183166504
01439500 1.6173332929611206 -1.468127965927124
01440000 0.6721893548965454 -0.8938032984733582
01440400 0.49314016103744507 -1.281063437461853
01451800 -0.19226990640163422 -0.7163506150245667
01466500 2.0502495765686035 1.0851829051971436
01484100 1.5756875276565552 0.018424037843942642
01485500 1.0582737922668457 -0.3880704641342163
01486000 0.12439426779747009 -0.3502615988254547
01487000 2.463243246078491 -0.356553316116333
01491000 0.4849810004234314 -0.31956079602241516
01510000 -0.25819331407546997 -0.3541673719882965
01516500 -0.8387089967727661 0.8539304137229919
01532000 -0.7623715400695801 0.7155922651290894
01539000 -0.14538545906543732 -0.5798729062080383
01542810 -0.9437440037727356 0.14764130115509033
01543000 0.02306368388235569 -0.10625108331441879
01543500 0.4597446918487549 -0.27077266573905945
01544500 0.7032060623168945 -0.25467607378959656
01545600 1.1171566247940063 -0.49286091327667236
01547700 -0.058000482618808746 -0.438520610332489
01548500 0.8204829692840576 -0.23332148790359497
01549500 0.0005374127067625523 0.4497299790382385
01550000 -0.2220766544342041 0.2684597373008728
01552000 0.16322144865989685 0.06449806690216064
01552500 -0.39721354842185974 -0.2087639570236206
01557500 0.4646182656288147 -0.6215978860855103
01567500 0.4361638128757477 0.3901542127132416
01568000 0.08495642244815826 0.11422352492809296
01580000 1.1733676195144653 0.6065618395805359
01583500 1.2965542078018188 0.7181946635246277
01591400 -0.2867964208126068 0.6265682578086853
01596500 -0.09256867319345474 -0.4847337007522583
01605500 0.5525983572006226 0.32202407717704773
01606500 0.6472729444503784 -0.10121693462133408
01620500 -0.07958976179361343 -0.5653438568115234
01632000 -0.32542192935943604 0.7457785606384277
01632900 0.9745428562164307 0.6851298809051514
01634500 0.1677379459142685 0.9941840767860413
01638480 -0.6341361999511719 0.6427263021469116
01639500 -0.08492864668369293 0.738662838935852
01644000 0.13039499521255493 0.4874309301376343
01658500 -1.7741700410842896 1.3116233348846436
01664000 0.8564488291740417 0.5595380663871765
01666500 0.5997869968414307 0.36404216289520264
01667500 0.6535153985023499 0.33944302797317505
01669000 1.818595290184021 -0.8220708966255188
02011400 0.7411937713623047 0.3690367639064789
02011460 -0.7431998252868652 0.33319994807243347
02013000 -0.5281791090965271 0.4927666187286377
02014000 0.4439840316772461 0.26823344826698303
02015700 0.1627684235572815 0.272955060005188
02016000 0.037090759724378586 0.233793243765831
02017500 0.6709520816802979 0.000276022037724033
02018000 0.5250460505485535 0.3536359667778015
02027000 0.5951386094093323 -0.14862430095672607
02027500 1.0688719749450684 -0.22775861620903015
02028500 0.9728536605834961 -0.2930408716201782
02038850 -0.07177894562482834 0.16171398758888245
02046000 -0.3410329520702362 -0.883751630783081
02051500 -0.2102716714143753 -0.19132909178733826
02053200 1.3299466371536255 -1.1736912727355957
02053800 0.5518240332603455 0.4906771779060364
02055100 0.5343549251556396 0.508861780166626
02056900 0.4028054475784302 0.5043532252311707
02059500 -0.04014785215258598 0.6085143089294434
02064000 0.08052781224250793 0.29877522587776184
02065500 0.5078081488609314 0.3304477334022522
02069700 1.2795823812484741 0.6180906891822815
02070000 0.25698423385620117 0.8511543869972229
02074500 -0.4140152037143707 0.7497451305389404
02077200 -2.156285285949707 1.3642687797546387
02081500 -1.7066690921783447 0.9120966196060181
02082950 -0.2293006181716919 -0.39171817898750305
02092500 0.8536675572395325 -1.8254199028015137
02102908 1.4258414506912231 0.20725247263908386
02108000 2.0359349250793457 -1.9277843236923218
02111180 0.9483095407485962 0.3564356565475464
02111500 1.6250749826431274 0.8760025501251221
02112120 1.4544655084609985 0.8409149646759033
02112360 1.6754826307296753 0.7122328877449036
02118500 0.2629691958427429 1.1081475019454956
02125000 -2.5764594078063965 1.7179592847824097
02128000 -1.6591980457305908 1.4336706399917603
02137727 1.0520122051239014 -0.0684715285897255
02143000 0.5227449536323547 0.7513182759284973
02143040 -0.35395875573158264 0.40027716755867004
02149000 0.8148322701454163 0.56926029920578
02152100 -0.20379391312599182 0.7633146643638611
02177000 1.8744105100631714 -1.6233947277069092
02178400 1.733341097831726 -1.1984562873840332
02202600 1.2031224966049194 0.18119683861732483
02212600 -0.9920623302459717 0.8904983997344971
02221525 0.5428874492645264 0.7828594446182251
02231000 1.284525752067566 -1.1330113410949707
02231342 0.8873924016952515 -1.1750575304031372
02245500 0.1312023550271988 -0.629190981388092
02246000 -0.01679077185690403 -0.748825192451477
02296500 2.0319342613220215 -0.9508320689201355
02297155 0.7026675939559937 0.043050508946180344
02297310 1.5934815406799316 -0.8890625238418579
02298123 2.178889036178589 -1.0186527967453003
02298608 0.45170262455940247 -1.221092700958252
02299950 -1.3975151777267456 -0.45397138595581055
02300700 -1.2101072072982788 -0.5612465739250183
02312200 1.5787495374679565 0.3246433734893799
02314500 2.0539026260375977 -0.5186391472816467
02315500 1.9899036884307861 -0.34014299511909485
02324400 1.7032908201217651 -0.1410219967365265
02327100 -0.2948814928531647 -0.9358755946159363
02342933 -1.910233497619629 0.7264529466629028
02349900 0.011150287464261055 0.02775181457400322
02361000 1.3312933444976807 0.01201886497437954
02369800 -0.370074987411499 -0.6254927515983582
02371500 1.6586425304412842 -0.27019375562667847
02372250 0.8819687962532043 -0.44977816939353943
02374500 1.1703815460205078 0.24628852307796478
02381600 -0.2630065679550171 0.6418281197547913
02395120 -0.8325536251068115 1.1192796230316162
02422500 0.14336611330509186 1.0831736326217651
02430085 -1.4657931327819824 1.3027105331420898
02430615 -0.8020092844963074 1.4301395416259766
02450250 -1.8341468572616577 0.5985867381095886
02464000 -1.3781839609146118 0.15652891993522644
02465493 0.7176137566566467 0.5821996331214905
02469800 -0.6054747700691223 0.7915297746658325
02472000 0.23328524827957153 0.08270253241062164
02472500 0.11685676872730255 0.9273173809051514
02479155 -1.5948166847229004 0.3351161479949951
02479300 0.156400665640831 -0.7277734279632568
02479560 0.6150526404380798 -0.8660054206848145
02481000 -1.558534026145935 -0.38634663820266724
02481510 -0.580330491065979 -0.21578854322433472
03010655 0.4637807011604309 0.1470547765493393
03011800 1.0033987760543823 0.05676458030939102
03015500 0.3228481411933899 -0.5987669825553894
03021350 -1.328292965888977 -0.029518533498048782
03026500 0.2302219718694687 0.11193373054265976
03028000 0.6432733535766602 0.04657723754644394
