 enc_1_301 enc_2_301 enc_3_301 enc_4_301 enc_5_301
01013500 1.8501510620117188 -0.8432314991950989 -1.9669309854507446 0.9015921354293823 -1.1997908353805542
01022500 0.7250436544418335 -1.865486979484558 -1.8127902746200562 0.07997959107160568 -1.3470553159713745
01030500 1.7601641416549683 -1.5599637031555176 -2.0791122913360596 -0.0708589032292366 -1.640828013420105
01031500 0.31885331869125366 -1.077012300491333 0.08842688798904419 -0.479255735874176 -0.2171553522348404
01047000 0.3002953827381134 -1.086249589920044 0.17957356572151184 -0.279840886592865 0.15045376121997833
01052500 0.45981907844543457 -1.1273728609085083 0.6515363454818726 -0.5636715292930603 0.05114809423685074
01054200 -0.11641503870487213 -0.39718905091285706 1.5840343236923218 -0.4087819457054138 1.341957688331604
01055000 0.1337677389383316 -0.4710157513618469 1.0151832103729248 -0.2921796143054962 1.0424177646636963
01057000 0.4017668068408966 -1.1241612434387207 0.2024899125099182 -0.18594922125339508 -0.19118663668632507
01073000 0.17872534692287445 -0.8705183267593384 0.3741733431816101 -0.25369662046432495 -0.3091000020503998
01078000 0.6570779085159302 -1.498258113861084 -0.72037672996521 -0.0988682359457016 -0.9528055191040039
01118300 0.7704727649688721 -1.0007376670837402 -0.738488495349884 -0.10717232525348663 -0.30583393573760986
01121000 0.36806753277778625 -0.48864978551864624 0.6076270937919617 0.5520898103713989 0.6113410592079163
01123000 0.5315908193588257 -0.2901746928691864 -0.03358599543571472 0.7041727304458618 -0.11180242896080017
01134500 0.5844369530677795 -1.200183391571045 0.04940500855445862 -0.048965342342853546 0.10751815885305405
01137500 0.156105637550354 -0.8809651732444763 0.5009028315544128 0.20395183563232422 0.49116194248199463
01139000 1.1229698657989502 -0.6557984948158264 -0.953040361404419 0.8007495999336243 -0.023817354813218117
01139800 1.7068382501602173 -0.7998063564300537 -1.5763936042785645 0.7431561350822449 -0.4810410141944885
01142500 1.1639342308044434 -0.992703378200531 -1.0809744596481323 0.23718415200710297 -0.1318097859621048
01144000 0.870472252368927 -1.1061309576034546 -0.9824654459953308 0.23277632892131805 -0.40373778343200684
01162500 0.9188244342803955 -1.52518630027771 -1.4481873512268066 0.08078671991825104 -1.0580872297286987
01169000 0.409112811088562 -0.7461957931518555 0.6929421424865723 0.27700677514076233 0.6834390759468079
01170100 0.6428491473197937 -0.7323727607727051 0.08528391271829605 0.10251879692077637 0.29996833205223083
01181000 0.2696537673473358 -0.7989943027496338 0.7087956070899963 -0.15328241884708405 0.598705530166626
01187300 -0.2126402109861374 -0.22484232485294342 1.2541520595550537 -0.3478994369506836 0.9149835109710693
01333000 0.6263190507888794 -1.5443000793457031 -0.882140040397644 0.6200641989707947 -0.12151747941970825
01350000 -0.09883667528629303 -0.26512694358825684 1.3076547384262085 0.11909054964780807 1.049470067024231
01350140 -0.6680371761322021 -0.18035240471363068 0.3799397945404053 -0.686303436756134 0.6119145154953003
01365000 0.3238319456577301 -1.5681403875350952 0.5133705735206604 0.926017165184021 0.25973740220069885
01411300 1.816378116607666 -0.2831379175186157 -1.869688868522644 1.209937572479248 -1.2961273193359375
01413500 0.554481565952301 -0.8809055685997009 0.3729759156703949 0.5850505232810974 -0.11857151240110397
01414500 0.425195574760437 -0.8222495317459106 0.5538005828857422 0.3895973265171051 0.4298382103443146
01415000 0.23324792087078094 -0.6728734970092773 0.32763928174972534 0.6566176414489746 0.20669279992580414
01423000 0.4426068961620331 -0.807023823261261 -0.1299104392528534 0.2507579028606415 -0.12162414193153381
01435000 0.09865234792232513 -0.9566057324409485 1.22954523563385 0.930067241191864 1.070584774017334
01439500 1.4531068801879883 -1.5698620080947876 -0.9879379272460938 1.2541301250457764 -1.1737972497940063
01440000 1.1197471618652344 -1.0644410848617554 0.16320118308067322 0.8357127904891968 -0.4534187316894531
01440400 0.5204257965087891 -1.374298334121704 0.25658148527145386 0.8706946969032288 -0.46447405219078064
01451800 0.0630260556936264 -0.7056435346603394 1.0814330577850342 1.0632737874984741 0.13928543031215668
01466500 1.3547276258468628 1.3509395122528076 -1.4302475452423096 1.8559342622756958 -0.5915935635566711
01484100 1.4157251119613647 0.598021388053894 -0.7952991724014282 1.3113210201263428 -0.9867293238639832
01485500 -0.27242082357406616 -0.04463360831141472 -1.432983160018921 0.3300238251686096 -1.408639669418335
01486000 -0.31984347105026245 0.5888436436653137 0.18271911144256592 0.675891637802124 -0.22316022217273712
01487000 2.2153687477111816 0.09920237958431244 -1.6232314109802246 1.4507406949996948 -1.6101902723312378
01491000 0.817313551902771 -0.09316038340330124 -0.33985641598701477 0.12374236434698105 -0.6891472935676575
01510000 0.2038791924715042 -0.6718671321868896 -0.16107314825057983 -0.28582096099853516 -0.11636273562908173
01516500 -0.73662269115448 1.0901902914047241 0.9127620458602905 0.11080899089574814 1.101842999458313
01532000 -0.670737624168396 1.2408350706100464 0.9943479299545288 0.18525125086307526 1.0374209880828857
01539000 0.373966783285141 -0.2757541835308075 0.7926164269447327 0.5533806085586548 0.1588815301656723
01542810 -0.7193160057067871 0.11973462998867035 0.6035619378089905 -0.5879426002502441 0.9709578156471252
01543000 -0.09510385990142822 -0.25012853741645813 -0.3386889398097992 -0.3121846616268158 0.23342828452587128
01543500 0.22651700675487518 -0.2047644704580307 -0.7048267126083374 0.009259412996470928 -0.010955817997455597
01544500 0.4301019608974457 -0.17861905694007874 -0.3983198404312134 0.2738216519355774 -0.31280383467674255
01545600 0.7476587891578674 -0.22535941004753113 -0.7235067486763 0.645898163318634 -0.6572811603546143
01547700 -0.7508072853088379 0.0167625043541193 0.0068569243885576725 0.27388525009155273 0.20357435941696167
01548500 0.39729899168014526 -7.86053788033314e-05 -0.49062880873680115 0.43755900859832764 -0.5333903431892395
01549500 -0.1466989368200302 0.7801241278648376 0.37195247411727905 0.4713312089443207 0.4241870641708374
01550000 0.12391013652086258 0.5168801546096802 0.7232118248939514 0.4214552044868469 0.5693364143371582
01552000 0.27002614736557007 0.24570803344249725 0.36963745951652527 0.8662658333778381 0.13287946581840515
01552500 -0.234275221824646 0.10806290060281754 1.091936707496643 0.6350496411323547 0.7398020029067993
01557500 0.19146445393562317 -0.4266771078109741 -0.47780847549438477 0.411145955324173 -0.35846349596977234
01567500 0.12507601082324982 0.8804290294647217 0.47113466262817383 1.5968056917190552 0.40627479553222656
01568000 -0.036165934056043625 0.5553404688835144 0.13202272355556488 0.47602972388267517 0.237076997756958
01580000 1.3027088642120361 0.8266156315803528 -0.12400715053081512 1.9025464057922363 0.16634288430213928
01583500 1.3357141017913818 1.0654726028442383 -0.38601845502853394 1.7623188495635986 0.1493903547525406
01591400 0.34017759561538696 0.8853915929794312 0.39129510521888733 0.999169111251831 0.6955030560493469
01596500 -0.0905277207493782 -0.6842243671417236 -1.0565828084945679 -0.8447490334510803 -0.18707044422626495
01605500 0.8384121060371399 0.8080306649208069 -0.20132975280284882 0.17912618815898895 -0.0563969649374485
01606500 0.5904304385185242 0.10901718586683273 -0.8458486199378967 -0.019617797806859016 -0.3737790286540985
01620500 0.25405967235565186 0.11720532178878784 0.5451331734657288 0.05956856906414032 0.5925909876823425
01632000 -0.4851887822151184 0.8911311030387878 0.01649310439825058 0.07447810471057892 0.7581518888473511
01632900 0.6993089318275452 1.1399528980255127 -0.7533291578292847 0.9084739685058594 -0.20783695578575134
01634500 -0.1076744943857193 1.2677836418151855 -0.8366342782974243 0.04921678453683853 0.44159799814224243
01638480 0.18819421529769897 1.2552570104599 0.3786531388759613 0.9427846074104309 1.0952962636947632
01639500 0.05592604726552963 1.0449050664901733 -0.20748044550418854 0.7797255516052246 0.6021298766136169
01644000 0.6441451907157898 1.0457494258880615 -0.0998823270201683 0.9803414344787598 0.20656272768974304
01658500 -0.37873467803001404 1.4942547082901 1.3460040092468262 0.1874789595603943 1.8497753143310547
01664000 0.8612479567527771 0.7804202437400818 -0.28460636734962463 1.0576801300048828 -0.3350647985935211
01666500 0.8057371377944946 0.48262932896614075 0.3435497283935547 1.3190158605575562 -0.10937099158763885
01667500 0.47873276472091675 0.4879300892353058 -0.1274501383304596 1.0856575965881348 -0.1670536994934082
01669000 1.2392640113830566 -0.07952659577131271 -0.781161904335022 1.4909917116165161 -0.952195942401886
02011400 1.0133485794067383 0.9728255867958069 -0.31918179988861084 0.22392266988754272 -0.1400371938943863
02011460 0.09466010332107544 0.5680904388427734 0.696897029876709 -0.5273640751838684 0.9689953327178955
02013000 -0.3162561357021332 1.0985589027404785 0.5025750398635864 -0.31907781958580017 0.7316407561302185
02014000 0.5524934530258179 1.0081082582473755 0.12875375151634216 0.45460382103919983 -0.0297681987285614
02015700 0.8104801774024963 0.6664765477180481 0.22630037367343903 0.42868131399154663 0.35481324791908264
02016000 0.3793998658657074 0.7391110062599182 0.2532352805137634 0.1720493882894516 0.24448564648628235
02017500 0.7331922054290771 0.8400875329971313 -0.29538261890411377 0.10924693942070007 -0.364197313785553
02018000 0.47781363129615784 1.020512342453003 -0.22543515264987946 0.23682397603988647 -0.2120743840932846
02027000 0.92206871509552 0.17850038409233093 0.21109776198863983 0.9054592847824097 -0.3531245291233063
02027500 1.2671895027160645 -0.16589920222759247 -0.19745948910713196 1.0056461095809937 -0.5804692506790161
02028500 0.8093734979629517 0.4074527323246002 -0.2631981670856476 0.9754511713981628 -0.5785883665084839
02038850 -0.19662964344024658 0.33972638845443726 0.11171819269657135 0.2623918950557709 0.16832475364208221
02046000 -1.0074111223220825 -0.21842898428440094 0.4394945502281189 0.5568056106567383 -0.19184976816177368
02051500 -0.6740438938140869 0.11204692721366882 -0.013157536275684834 0.35456618666648865 -0.214178204536438
02053200 0.9707353711128235 -0.7374445796012878 -1.4787994623184204 0.6051373481750488 -0.886692225933075
02053800 0.45489373803138733 1.0253604650497437 0.23926453292369843 0.5928374528884888 -0.20574116706848145
