 enc_1_303 enc_2_303 enc_3_303 enc_4_303 enc_5_303 enc_6_303 enc_7_303 enc_8_303 enc_9_303 enc_10_303 enc_11_303 enc_12_303 enc_13_303 enc_14_303 enc_15_303 enc_16_303 enc_17_303 enc_18_303 enc_19_303 enc_20_303 enc_21_303 enc_22_303 enc_23_303 enc_24_303 enc_25_303 enc_26_303 enc_27_303
01013500 -0.15393827855587006 0.13306820392608643 -1.1262093782424927 -0.6562554836273193 1.1869076490402222 -0.9383286237716675 -1.7742615938186646 1.0213241577148438 1.040905237197876 -0.16647598147392273 1.5654512643814087 -0.9284682869911194 -0.4945404827594757 1.9531015157699585 -1.261692762374878 -0.8709874153137207 1.5782980918884277 -1.6142849922180176 -1.8393627405166626 -1.1728930473327637 0.5247542262077332 -0.5899052023887634 0.9345420598983765 -1.1020257472991943 0.43475309014320374 -1.1491576433181763 0.9480610489845276
01022500 -0.5011591911315918 0.5128706097602844 -0.5093069076538086 -0.21983814239501953 1.161887764930725 -1.519460678100586 -1.4746191501617432 0.23989596962928772 1.9085018634796143 -1.0950560569763184 -0.20875829458236694 -0.053179781883955 -0.8763827681541443 0.9187911748886108 -0.49306929111480713 -1.476501703262329 1.2393732070922852 -1.5489810705184937 -1.7094950675964355 -0.869945764541626 0.06345155090093613 -0.21726441383361816 1.058354139328003 -0.41498732566833496 0.20925118029117584 -0.07619728893041611 0.779153048992157
01030500 -0.7872253060340881 0.2515389323234558 -1.3388491868972778 -0.5987794399261475 1.3435338735580444 -1.233295202255249 -1.8717831373214722 0.8694716095924377 2.225987195968628 -0.7895491123199463 1.2304853200912476 -0.3570787012577057 -0.4380861818790436 1.9282081127166748 -0.40764319896698 -1.6151543855667114 1.9512178897857666 -2.1948556900024414 -2.455562114715576 -1.6379549503326416 -0.2488270252943039 -0.2716767489910126 1.2288870811462402 -0.3944990336894989 0.1841524839401245 -0.12450385093688965 0.8646113872528076
01031500 -0.840316116809845 0.5380644798278809 -0.0660543143749237 0.1448674350976944 -0.1051187515258789 -0.7248529195785522 -0.5087314248085022 -0.6675383448600769 1.238609790802002 -0.5430464148521423 -0.6015991568565369 0.2536700665950775 0.6591445803642273 0.32913172245025635 -0.05995891988277435 -0.9115995764732361 -0.03379465267062187 -0.4509355127811432 -0.6920231580734253 -0.5680870413780212 -0.28421103954315186 0.045584022998809814 1.6424262523651123 0.3276977837085724 -0.04660296440124512 0.2977742552757263 0.22219252586364746
01047000 -0.7108072638511658 0.5850430727005005 0.3037358522415161 -0.13615378737449646 -0.12413349002599716 -0.8994774222373962 -0.2327018529176712 -0.7081905007362366 0.8852340579032898 -0.5602694153785706 -0.4016285538673401 0.1156621128320694 0.6195018887519836 0.2603377401828766 -0.2925334870815277 -0.6964570879936218 -0.259304404258728 -0.306240051984787 -0.4103003144264221 -0.3701493442058563 -0.12616832554340363 -0.15765385329723358 1.6662287712097168 0.11467508971691132 -0.05934293195605278 0.035085536539554596 0.4144665598869324
01052500 -0.7819944620132446 0.5166376829147339 0.28125736117362976 0.023858893662691116 -0.4683349132537842 -0.5998645424842834 -0.4721432328224182 -0.8460581302642822 0.6865319609642029 -0.19584280252456665 0.08133124560117722 -0.30084559321403503 0.730414867401123 0.2969520092010498 0.1628246158361435 -1.0354032516479492 -0.4511299133300781 -0.3620518147945404 -0.3885403871536255 -0.6998254656791687 0.0028619240038096905 -0.06201152876019478 1.9571713209152222 0.4793616235256195 0.3049946427345276 -0.08964227885007858 0.24479833245277405
01054200 -0.6819377541542053 1.2590880393981934 0.6028811931610107 0.04651733487844467 -1.1052298545837402 -0.3720244765281677 -0.459350049495697 -2.062053680419922 -0.9729859232902527 -0.6343574523925781 -0.20601148903369904 0.4385158121585846 1.7506167888641357 -1.1176073551177979 0.4162338674068451 0.9064765572547913 -0.8227938413619995 0.8045685887336731 0.7156047224998474 0.1811024397611618 -0.15976805984973907 0.9017775058746338 1.2793922424316406 1.0302021503448486 -0.7631033062934875 0.22675178945064545 0.0875827968120575
01055000 -0.7549310922622681 0.42118093371391296 0.6964411735534668 -0.12815091013908386 -0.6122117638587952 -0.7433292865753174 0.3034088909626007 -1.4323638677597046 -0.6289739012718201 -0.1724531352519989 -0.5044435858726501 0.23093906044960022 1.0020055770874023 -0.2422296106815338 -0.02279990166425705 0.08055804669857025 -0.8602114319801331 0.6727553606033325 0.07244440168142319 0.23517118394374847 -0.27238935232162476 0.3406933844089508 1.3833907842636108 0.3927542269229889 -0.6059561371803284 0.08637744933366776 0.09665154665708542
01057000 -0.5817779302597046 0.7788089513778687 -0.07690662890672684 0.3148205876350403 0.1539129614830017 -0.8644639849662781 -0.5166919827461243 -0.6357147097587585 1.1232852935791016 -0.63963383436203 -0.2656992971897125 0.04980514198541641 0.4222151041030884 0.26366519927978516 0.23195324838161469 -0.7717385292053223 -0.0660528615117073 -0.5066367983818054 -0.7502772212028503 -0.4763430953025818 -0.052418895065784454 -0.10370256751775742 1.4900954961776733 0.09965186566114426 -0.028084926307201385 0.16895754635334015 0.4424864947795868
01073000 -0.023513300344347954 1.0046684741973877 -0.17001701891422272 0.5338408946990967 -0.4709261655807495 -0.2122112661600113 -0.5983938574790955 -0.17625124752521515 1.358333945274353 -0.46248745918273926 0.4433017671108246 -0.3854418098926544 0.6052375435829163 -0.5108684301376343 -0.021315092220902443 -0.5689333081245422 -0.3823690712451935 0.025331750512123108 -0.04364766925573349 -0.48271453380584717 0.6292752623558044 -0.16916009783744812 1.049423336982727 0.3795689344406128 0.0772073045372963 -0.3319784998893738 0.8636634945869446
01078000 -0.3090386390686035 0.6366472244262695 -0.5349058508872986 0.2782902717590332 0.2088945060968399 -1.0530894994735718 -0.8382056951522827 -0.04307718575000763 1.3022193908691406 -0.7853341698646545 -0.00496040191501379 -0.5487958192825317 0.21104280650615692 0.3294958770275116 0.11751741915941238 -0.6559558510780334 0.0784873440861702 -0.7335586547851562 -0.8891499638557434 -0.869804322719574 0.07864117622375488 -0.41118907928466797 1.1798207759857178 -0.014702381566166878 0.3010391294956207 -0.10362133383750916 0.4414774477481842
01118300 -0.29170453548431396 -0.002566094044595957 0.25046733021736145 -0.11768936365842819 0.3964006304740906 -0.6679261326789856 0.40571361780166626 -0.3674238324165344 1.1155935525894165 -0.35509705543518066 -0.9082033634185791 0.199925035238266 -0.468677818775177 0.18545211851596832 -1.2436561584472656 -0.8302006721496582 0.31323355436325073 -0.1079496517777443 -0.5379903316497803 0.008145570755004883 0.495166152715683 0.0020795506425201893 0.8949496746063232 -0.5857300162315369 -0.2158573716878891 -0.19215631484985352 1.0820984840393066
01121000 0.029601940885186195 -0.0888548493385315 0.31542810797691345 0.57639479637146 -0.15978726744651794 -0.7381211519241333 0.9690918922424316 -0.6578967571258545 -0.05337707698345184 -0.6912440657615662 -1.4464855194091797 -0.553187906742096 0.11783771961927414 -0.5866190195083618 -0.39622363448143005 0.011279691942036152 -1.264887809753418 0.8951779007911682 0.26476576924324036 0.03514852002263069 0.6622157692909241 -0.3591379225254059 0.6916099190711975 -0.5967895984649658 -0.22539451718330383 -0.29357483983039856 0.5326082110404968
