 enc_1_301 enc_2_301
01013500 -1.767591118812561 0.3852110207080841
01022500 -1.5585583448410034 -0.4885718524456024
01030500 -1.973628282546997 -0.4999478757381439
01031500 -0.12999527156352997 -1.1065471172332764
01047000 -0.11412561684846878 -1.0515578985214233
01052500 0.09901710599660873 -1.2389131784439087
01054200 0.9870667457580566 -1.3549203872680664
01055000 0.7149558663368225 -1.0572775602340698
01057000 -0.36149361729621887 -0.9027350544929504
01073000 -0.31859222054481506 -0.6902962923049927
01078000 -1.1751490831375122 -0.6906766891479492
01118300 -0.6858856081962585 -0.5409299731254578
01121000 0.39994168281555176 -0.5999311208724976
01123000 -0.047439832240343094 -0.05336825177073479
01134500 -0.10502003878355026 -0.9242923855781555
01137500 0.22987844049930573 -0.7206045389175415
01139000 -0.884954571723938 0.06923975795507431
01139800 -1.2757846117019653 0.0786699503660202
01142500 -0.7779906392097473 -0.23409606516361237
01144000 -0.7943565845489502 -0.2700941860675812
01162500 -1.481874942779541 -0.31085771322250366
01169000 0.41165703535079956 -1.0117847919464111
01170100 -0.024810994043946266 -0.6801907420158386
01181000 0.40658020973205566 -1.262465476989746
01187300 0.9449892044067383 -0.9810848236083984
01333000 -0.8557661175727844 -0.7600376605987549
01350000 0.5173184871673584 -0.9518805742263794
01350140 0.675815999507904 -0.7311793565750122
01365000 -0.5591408610343933 -1.2583144903182983
01411300 -2.086183547973633 1.1405513286590576
01413500 -0.6822604537010193 -0.36066973209381104
01414500 -0.2838107645511627 -0.6646214127540588
01415000 -0.2934845983982086 -0.3483251929283142
01423000 -0.7450300455093384 -0.2693627178668976
01435000 0.29049959778785706 -1.325279712677002
01439500 -2.177501678466797 -0.3751037120819092
01440000 -1.413179874420166 -0.4225495159626007
01440400 -1.066636562347412 -0.74823397397995
01451800 -0.40671801567077637 -0.8042121529579163
01466500 -1.4187049865722656 2.0537922382354736
01484100 -1.281670093536377 0.877479612827301
01485500 -1.3695385456085205 0.6786518096923828
01486000 -0.13105326890945435 0.4005228281021118
01487000 -2.4864461421966553 1.0346859693527222
01491000 -1.073340654373169 0.19415560364723206
01510000 -0.0964270681142807 -0.3707196116447449
01516500 1.017967700958252 0.1999499499797821
01532000 0.8140938878059387 0.028534328565001488
01539000 -0.33687663078308105 -0.5234071612358093
01542810 1.0286881923675537 -0.7428784370422363
01543000 -0.08991668373346329 -0.45502328872680664
01543500 -0.6160776615142822 -0.2258651852607727
01544500 -1.0135650634765625 0.03249354287981987
01545600 -1.5177655220031738 0.13773101568222046
01547700 -0.04280154034495354 -0.4199318587779999
01548500 -1.1402796506881714 0.1932186782360077
01549500 0.16432896256446838 0.34363335371017456
01550000 0.18992900848388672 0.08123278617858887
01552000 -0.30928173661231995 0.1678391396999359
01552500 0.32955843210220337 -0.4221051037311554
01557500 -0.6596957445144653 -0.26735642552375793
01567500 0.164382204413414 0.7767611145973206
01568000 0.23819324374198914 0.15258876979351044
01580000 -0.44123563170433044 1.2559819221496582
01583500 -0.432532399892807 1.622585415840149
01591400 0.6358063220977783 0.4449191391468048
01596500 -0.49053141474723816 -0.3511234223842621
01605500 -0.8701518177986145 0.5029906630516052
01606500 -1.1429482698440552 0.15419436991214752
01620500 -0.6450465321540833 -0.46461963653564453
01632000 -0.16339558362960815 0.21021932363510132
01632900 -0.8970935344696045 0.9421647787094116
01634500 -0.25988680124282837 1.0177565813064575
01638480 0.8750326037406921 0.5575566291809082
01639500 0.5805760622024536 0.6766963601112366
01644000 -0.006124728359282017 0.7080615758895874
01658500 1.8506364822387695 0.011689946986734867
01664000 -0.8042874932289124 1.0439895391464233
01666500 -0.5279404520988464 0.6320643424987793
01667500 -0.7060967683792114 0.648920476436615
01669000 -1.7247300148010254 0.4282066226005554
02011400 -0.85649573802948 0.7902783751487732
02011460 0.4711610972881317 -0.3075858950614929
02013000 0.5890001654624939 0.472565621137619
02014000 -0.45728617906570435 0.7667544484138489
02015700 -0.31447118520736694 0.3418196439743042
02016000 -0.2721536457538605 0.33530277013778687
02017500 -0.8145532608032227 0.7506889700889587
02018000 -0.6624075174331665 0.8270528316497803
02027000 -1.0482701063156128 0.4589899480342865
02027500 -1.7261334657669067 0.3764500319957733
02028500 -1.041473388671875 0.5384554862976074
02038850 -0.0674670860171318 0.04617195948958397
02046000 0.15616706013679504 -0.5063475370407104
02051500 -0.10138977319002151 0.12643472850322723
02053200 -1.9728032350540161 0.19976286590099335
02053800 -0.5205942392349243 0.9151366949081421
02055100 -0.1517631560564041 0.8331787586212158
