 enc_1_302 enc_2_302 enc_3_302
01013500 -1.7407572269439697 -1.0208100080490112 0.1953878402709961
01022500 -1.0940027236938477 -1.5849335193634033 -0.8841047286987305
01030500 -1.2034324407577515 -1.832510232925415 -0.5137562155723572
01031500 0.2686339318752289 -0.17877911031246185 -1.1609059572219849
01047000 0.1927414983510971 -0.1366087943315506 -1.1752320528030396
01052500 0.41419047117233276 -0.07329922169446945 -1.1357829570770264
01054200 0.45181336998939514 1.0267577171325684 -1.068019151687622
01055000 0.35778936743736267 0.7118263840675354 -1.0582218170166016
01057000 -0.0011940327240154147 -0.20478802919387817 -1.098476529121399
01073000 -0.15008977055549622 -0.26641902327537537 -0.7477937340736389
01078000 -0.3765791952610016 -0.49207526445388794 -0.7806006073951721
01118300 -0.5317381620407104 -0.6276571154594421 -0.7210153341293335
01121000 -0.18788175284862518 0.6911414861679077 -0.7836226224899292
01123000 -0.7496597170829773 0.1772942692041397 -0.30229178071022034
01134500 -0.20408043265342712 -0.036323364824056625 -1.082322120666504
01137500 -0.06100665032863617 0.30628538131713867 -0.9075191617012024
01139000 -1.3533077239990234 -0.48661142587661743 -0.3987092971801758
01139800 -1.8536086082458496 -1.0472952127456665 -0.1989593356847763
01142500 -1.1781485080718994 -0.6785452961921692 -0.5395030975341797
01144000 -0.9317417144775391 -0.7235399484634399 -0.5831460356712341
01162500 -0.8481303453445435 -0.8402941823005676 -0.5478358268737793
01169000 -0.3258536458015442 0.5908289551734924 -0.8829120397567749
01170100 -0.3753390312194824 0.17151552438735962 -0.7532966732978821
01181000 0.024563489481806755 0.40288305282592773 -1.0849461555480957
01187300 0.4247751235961914 0.9696670770645142 -0.7661775350570679
01333000 -0.9505414366722107 -0.6108769178390503 -0.9425257444381714
01350000 0.35657042264938354 0.7265194058418274 -0.8871602416038513
01350140 0.5918918251991272 0.7003034949302673 -0.47109901905059814
01365000 -0.250566303730011 -0.10757406055927277 -1.163474202156067
01411300 -2.3710169792175293 -1.6920959949493408 1.0846234560012817
01413500 -0.43129685521125793 -0.0258589256554842 -0.4922354519367218
01414500 -0.1638341248035431 0.17388658225536346 -0.8102775812149048
01415000 -0.4868847131729126 0.31902015209198 -0.4637841582298279
01423000 -0.27654793858528137 0.08516497164964676 -0.424114465713501
01435000 0.09023300558328629 0.8182687163352966 -1.1416051387786865
