 enc_1_303 enc_2_303
01013500 -1.6205494403839111 -0.6701003909111023
01022500 -0.9919425249099731 0.41989147663116455
01030500 -1.4745835065841675 0.23637767136096954
01031500 0.1645667552947998 0.8373978137969971
01047000 0.18320108950138092 0.8197701573371887
01052500 0.31376174092292786 0.8625958561897278
01054200 1.198707103729248 0.8248414397239685
01055000 0.802764356136322 0.7787472605705261
01057000 0.037612807005643845 0.619837760925293
01073000 -0.10542921721935272 0.443388968706131
01078000 -0.6507840156555176 0.41200491786003113
01118300 -0.6429844498634338 0.18157005310058594
01121000 0.5237650871276855 -0.013750642538070679
01123000 -0.2405192106962204 -0.38416236639022827
01134500 0.2910095453262329 0.5887137055397034
01137500 0.37078094482421875 0.4667162597179413
01139000 -0.5916885137557983 -0.23801182210445404
01139800 -1.0160753726959229 -0.4959526062011719
01142500 -0.5189287066459656 -0.15894025564193726
01144000 -0.5156813263893127 0.052957210689783096
01162500 -1.026328206062317 0.48567867279052734
01169000 0.7824518084526062 0.5721697211265564
01170100 0.42010360956192017 0.5056449770927429
01181000 0.637865424156189 0.7694054841995239
01187300 1.1153573989868164 0.6629231572151184
01333000 -0.3413602411746979 0.46355611085891724
01350000 0.8492169976234436 0.7351851463317871
01350140 1.0613492727279663 0.28036564588546753
01365000 -0.056570734828710556 0.6955347657203674
01411300 -2.2237305641174316 -1.499883770942688
01413500 -0.22981253266334534 0.116195909678936
01414500 0.14863905310630798 0.5357306003570557
01415000 -0.027914995327591896 -0.044597286731004715
01423000 -0.31421273946762085 -0.016263121739029884
01435000 0.8105066418647766 0.741534948348999
01439500 -1.7943018674850464 -0.19475741684436798
01440000 -1.0896666049957275 -0.042536914348602295
01440400 -0.6248390674591064 0.18230554461479187
01451800 -0.2275806963443756 0.1758221536874771
01466500 -1.6520205736160278 -2.0825088024139404
01484100 -1.5056757926940918 -1.3839867115020752
01485500 -1.5895054340362549 -0.49354732036590576
01486000 -0.24470382928848267 -0.4869040548801422
01487000 -2.487130880355835 -1.3484822511672974
01491000 -1.0912352800369263 -0.24771729111671448
01510000 0.1699453890323639 0.04147738218307495
01516500 1.2614836692810059 -0.436722993850708
01532000 1.0676658153533936 -0.326831191778183
01539000 -0.2679935097694397 -0.24293141067028046
01542810 0.8528597950935364 0.542641282081604
01543000 -0.08578600734472275 0.12347127497196198
01543500 -0.5195711851119995 -0.12747575342655182
01544500 -0.8594552874565125 -0.2610744833946228
01545600 -1.2756670713424683 -0.36916568875312805
01547700 0.006966737098991871 0.09762191772460938
01548500 -0.9602548480033875 -0.32350876927375793
01549500 0.2674129903316498 -0.45148882269859314
01550000 0.3350507616996765 -0.29383206367492676
01552000 -0.26614534854888916 -0.4959043860435486
01552500 0.45590856671333313 -0.038804665207862854
01557500 -0.6940842270851135 -0.06246741861104965
01567500 0.15155120193958282 -1.1844075918197632
01568000 0.09676594287157059 -0.5315389037132263
01580000 -0.5514589548110962 -1.890730619430542
01583500 -0.7132376432418823 -2.0081841945648193
01591400 0.5768827795982361 -1.075311541557312
01596500 -0.4295749366283417 0.48617908358573914
01605500 -0.5863402485847473 -0.6362690925598145
01606500 -0.8668490052223206 -0.3212718963623047
01620500 -0.10322481393814087 0.24364446103572845
01632000 0.26548460125923157 -0.38606590032577515
01632900 -0.6590368151664734 -1.1313118934631348
01634500 -0.0032604981679469347 -1.0198394060134888
01638480 1.2477085590362549 -0.9653112888336182
01639500 0.34373822808265686 -1.2734735012054443
01644000 -0.15257121622562408 -1.0147207975387573
01658500 2.526895523071289 -0.42921096086502075
01664000 -0.8550140261650085 -1.1674373149871826
01666500 -0.5348795056343079 -0.7734976410865784
01667500 -0.6740981936454773 -0.8459310531616211
01669000 -1.6943955421447754 -0.9716529846191406
02011400 -0.6495029330253601 -0.7778779864311218
02011460 0.7063312530517578 -0.018514638766646385
02013000 0.7113747000694275 -0.43539559841156006
02014000 -0.36710259318351746 -0.7752271890640259
02015700 -0.20287707448005676 -0.6396112442016602
02016000 -0.14342744648456573 -0.5437116026878357
02017500 -0.7699282765388489 -0.6540488004684448
02018000 -0.5967210531234741 -0.8540496826171875
02027000 -0.8394123315811157 -0.4250794053077698
