"d","id"
1.82707871682004,4.9632558514651
2.1404110149583,4.90799284509285
2.31823798265002,5.11561668311879
2.44657597101285,5.31201279983086
2.55476253154781,5.22288008493441
2.64166485466023,5.38486622848474
2.71995703808876,5.33841581446975
2.7905502162345,5.2836698666743
2.8541406759708,5.28786827266574
2.91304936815445,5.23742872155893
2.97211048778334,5.14418066158932
3.02577196353423,5.02116313675307
3.07196273056747,5.01884184498733
3.11929516006704,4.94020996571632
3.16267484405479,4.90416127793138
3.20337756009275,4.88356389786056
3.2430604986832,4.84766829735643
3.28197361168876,4.77040268606789
3.31830701332418,4.71266265540474
3.35582014387593,4.65312917973966
3.39116737290901,4.59207178937283
3.42628251343747,4.56183521406595
3.46170540384097,4.49686444481303
3.49514448660546,4.449972640833
3.52732064948116,4.38556582057452
3.56046462776569,4.30923922170518
3.59287464920585,4.23703923851165
3.6250749071259,4.19226620533132
3.65749693521585,4.11981915038099
3.68828218996694,4.05532073244881
3.71843365196475,3.99956751805897
3.74782874205857,3.9456251850211
3.77728241917748,3.90135917771946
3.80678899038565,3.8416553574367
3.83637126608103,3.78780630531462
3.86955928022893,3.71576223904603
3.90306558815738,3.64626934685196
3.93719307564857,3.56580716451315
3.96815636359322,3.52248792927289
3.99954830285931,3.47890091683397
4.0288643611379,3.44962752450126
4.05766281029984,3.41119751355713
4.08519693989209,3.3798413807158
4.11245725164732,3.36137416887441
4.13859561357671,3.34478276682467
4.16617955517124,3.32143094328461
4.19593764448858,3.29686588624502
4.22914676591373,3.2433351790897
4.25858734311764,3.20982516932729
4.28864076554666,3.17920860883318
4.31660587681395,3.16043522210606
4.34317256135495,3.14029912762402
4.36927227401212,3.12498490599346
4.3957839145936,3.10666063012224
4.42183021281853,3.09243551276224
4.44587331513821,3.08209548755235
4.47024907075336,3.07303640111961
4.49176917892339,3.07601673943176
4.51311337592355,3.0752253307865
4.53508794672742,3.0704980455219
4.55960842584897,3.05635188623655
4.58114687110735,3.05159905691701
4.60237221122921,3.04553329259687
4.62368287002541,3.04335282655961
4.64542245555822,3.04247471282981
4.66644040598304,3.03398171221747
4.68673176950508,3.03305288320006
4.70573080894851,3.03653586440386
4.72528974001137,3.03657805253936
4.74452748721911,3.04214795352176
4.76450476019364,3.05695461449165
4.78512869747409,3.05747082301216
4.80438563815051,3.06596917516596
4.8231717092154,3.0829274016724
4.84225222776974,3.09754224772872
4.86056374605368,3.11013775487387
4.87872746230435,3.11471385852847
4.89739034335723,3.12317243437663
4.91583738150139,3.13004597876219
4.93458196369626,3.13590213681425
4.95264129913719,3.14359297646184
4.97014084148988,3.14585427655187
4.98770704666003,3.14658373141346
5.0054941135994,3.15285910094813
5.02359960091854,3.15447223684531
5.04101520918411,3.15496747451897
5.05844297550612,3.15714334771749
5.07611298350273,3.15421660838508
5.09251276513172,3.15612608016819
5.10964649710874,3.15404538927961
5.12627982431777,3.15929629391927
5.14268399272399,3.16194298679555
5.15880156135348,3.1689419421755
5.17527483028205,3.17818767349344
5.1923960022631,3.17895621464642
5.20897676227305,3.20480192037648
5.22478658714433,3.21879506672893
5.24072796064267,3.22097320550136
5.25624518306665,3.23227178939818
5.2723204778257,3.2401306516447
5.28817720234037,3.24734862395542
5.30447839722474,3.24841125131333
5.31964229024723,3.25116802639385
5.33579853902236,3.25412166917499
5.3520031786491,3.25333857481924
5.36715323462207,3.25759595261417
5.38333790837609,3.25835315361784
5.39834671804675,3.26302047265348
5.41249579061395,3.27044121490985
5.42778922260441,3.26981544593224
5.4426101840941,3.27150792315761
5.45735005933859,3.27006875532184
5.47206125222113,3.27018250694132
5.48674935504065,3.27166517416243
5.50146666856035,3.26890486334995
5.51653778573751,3.26244286107223
5.53185111537135,3.25656302010369
5.54767367991873,3.24969742051203
5.56308077810499,3.24384337172294
5.57838727016776,3.24017875798519
5.59298525454701,3.24351828693588
5.60907641699338,3.24036505839029
5.62428066700555,3.23593485494631
5.63943639406962,3.23111933187839
5.65429940610163,3.227880788068
5.66935986085589,3.22277867672764
5.68410422168277,3.21951587202221
5.6986092811811,3.21574073959612
5.71330682669781,3.21184286126692
5.72826740103157,3.20903218313022
5.7427861356091,3.20555364616792
5.75939114994677,3.1967641778735
5.77486933183985,3.18967006179988
5.78931216288515,3.18492089755978
5.80429618111148,3.17841901313059
5.81978915861624,3.16784664113282
5.83413318531263,3.16360607298275
5.84874590151827,3.15719771382667
5.8628796591762,3.15158768824142
5.87840057843284,3.14412220197371
5.89275118036289,3.14133028398923
5.90763839989914,3.13475110413126
5.92287777034984,3.12900140764662
5.93717524921109,3.12682083180686
5.95233613903437,3.11925834341687
5.96715509282181,3.11249484280351
5.9830461943158,3.10384246285824
5.99878034044203,3.09356599422831
6.01390505662751,3.08659643940194
6.02865949487537,3.08010153202954
6.04316805598581,3.0729781027318
6.05745722490922,3.06750713252243
6.07280030399632,3.05973285943213
6.08738304653199,3.05236713748411
6.10258186565231,3.04625316692406
6.1167351690728,3.03993987125562
6.13139319958657,3.03396699887851
6.14620880383747,3.02711519573665
6.16102999683095,3.01960622687943
6.17653020953873,3.01332234782079
6.19141140733523,3.00686375050764
6.20612693746852,2.9993431731212
6.22063768289191,2.99252701095934
6.23524086595126,2.98494190947903
6.24999359426654,2.9776587673363
6.26446551530654,2.97080964507166
6.27935046494576,2.96319727152241
6.29383687361359,2.9571984288513
6.30845313105653,2.95132629961462
6.32307060410799,2.94442773341258
6.33797325989356,2.93612382244917
6.35334372169078,2.92878714864143
6.36774000236305,2.92298906685774
6.38219642576818,2.91626856749075
6.3970277849727,2.90874913778534
6.41130979872221,2.90367540739674
6.42581062732309,2.89613741265751
6.4407543568665,2.8878285986436
6.45488624927568,2.88167347826756
6.47009197209354,2.8742278527585
6.48423797646494,2.86679387103407
6.49882659163508,2.86035857809848
6.51396180053029,2.85266986768203
6.52758395478879,2.84587144780618
6.54220719312652,2.83848809960361
6.55700906285852,2.8295411915827
6.57086133197002,2.82412478698061
6.58479824122105,2.81761938308851
6.59888114861814,2.81150656828866
6.61271720000249,2.80684455069593
6.62747964669412,2.79975694232923
6.64139551538191,2.79413076080899
6.65687717792225,2.78533509889102
6.67224214625643,2.77609153999055
6.68795514098396,2.76697404406825
6.70328931757556,2.75862212636476
6.71812634419047,2.7501076290223
6.7343632857938,2.74024126362729
6.74992311647908,2.7327623683233
6.76484624791167,2.7245592993371
6.78070304391106,2.71592947699967
6.79726678816537,2.70565466561273
